date,abstract,rating,workLifeBalance,cultureAndValues,careerOpportunities,compensationAndBenefits,seniorManagement,authorJobTitle,tenure,pro,con
"December 29, 2016",Territory Sales Manager,4.0,3.0,4.0,5.0,4.0,4.0,Territory Sales Manager,I worked at Bharti Airtel  for less than a year,One can understand the market and Customers Pulse very well,Good to work in Airtel to get good exposure
"December 28, 2016",Loved it,5.0,5.0,5.0,5.0,5.0,5.0,,I have been working at Bharti Airtel ,All you can imagine at your job.,"None at all, as such."
"February 2, 2017",Pathetic; no value add; incompetent management; no work life balance; politics; favourism,1.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Senior Executive,I have been working at Bharti Airtel full-time for more than a year,"There are no pros, kindly read the cons section. It is a pathetic company. BPO's are even better than this. Trust me!!","*there is no work life balance, u get no overtime, u have a login time but. Not log out set time, keep working till they say, even on weekends. * u will find managers who dont even have basic e mail writing skills, pathetic grammar but since they are managers you cant laugh at their e mails. * favouritism, and please dont get me wrong, its not on the basis of quality of work, but how much you lick your manager, how long you sit in office and plus weekends. * no work ethics, no corporate culture, its a proper lala g company with good for nothing managers seriously . * they put my friend on PIP without even notifying, and engulped the poor guy's complete bonus amount, provided the person is excellent at his work, just that manager has ego issues with the guy. * the salary you get is really low, dont go what your CTC says, they keep a large part as bonus and in the end you end getting half of it or nothing. *no cabs no overtime, no holidays, no personal life."
"January 9, 2017",Good place to work but too many manipulative people at the top,3.0,2.0,2.0,3.0,3.0,1.0,Former Employee - Network Engineer,I worked at Bharti Airtel full-time for more than a year,"Good place to work, Nice infrastructure,trips","You have to be int the good books of the upper managemnt for any appraisal whatsoever.,    bootlicking is prevalent"
"December 22, 2016",Nice work culture,4.0,4.0,5.0,4.0,3.0,4.0,,I worked at Bharti Airtel ,Freedom to take initiative for your work,Low annual salary compare to industry standard
"December 21, 2016",Finance,4.0,1.0,4.0,4.0,4.0,4.0,Current Employee - Finance Manager,I have been working at Bharti Airtel full-time for more than 3 years,"Great learning, Always need to be on toes, Great top management to learn a lot from","Poor work-life balance, Not easy to get long leaves, Work pressure is high"
"December 21, 2016",I worked at Bharti Airtel (More than a year,4.0,3.0,3.0,3.0,3.0,4.0,Current Employee - Service Coordinator,I have been working at Bharti Airtel full-time,"The organization has a dynamic environment that fosters versatility amongst employees. Good place for the overall development. Highly competitive environment. Also, higher management very much approachable.",Salary and designation lower than industry standards.
"January 4, 2017",A Place to Learn Distribution,3.0,1.0,4.0,4.0,4.0,3.0,Current Employee - Territory Manager,I have been working at Bharti Airtel full-time,Opportunity For Learning is High,Work Life  and Family Life Balance
"December 20, 2016",Review,4.0,2.0,3.0,4.0,4.0,4.0,Project Manager,I worked at Bharti Airtel  for more than a year,"The organization has a dynamic environment that fosters versatility amongst employees. Good place for the overall development. Highly competitive environment. Also, higher management very much approachable.",During financial year ends the work pressure affects the work life balance negatively.
"December 17, 2016",Growth opportunities abundant,4.0,3.0,5.0,5.0,4.0,4.0,Territory Manager,I worked at Bharti Airtel  for more than a year,"Equal opportunity to grow, Hard work is noted and appreciated, opinions are valued.",Salary and designation lower than industry standards.
"December 14, 2016",Bharti Airtel Awesome,5.0,4.0,4.0,5.0,5.0,,,I have been working at Bharti Airtel ,Its a very good ompany where u learn and grow,"nothing as such, great place to learn and grow"
"December 28, 2016",Finance,3.0,1.0,5.0,3.0,2.0,3.0,,I have been working at Bharti Airtel ,Full independence and entrepreneurial spirit  Career growth path overseen by top management  Flexibility to move to locations,Working hours and unstructured work flow.  Sometimes feel like government company.  No strong HR support to employees.  Strict Notice period policies and travel policies.
"December 12, 2016",Great place to work...,4.0,4.0,4.0,4.0,4.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than a year,"Good work life balance,market standard paymaster, world class amenities,lot good things to work upon...","All good, parking and traffic issues same as other gurgaon offices..."
"December 25, 2016",Understaffed and poor work life balance,2.0,1.0,4.0,3.0,4.0,3.0,Current Employee - Finance Manager,I have been working at Bharti Airtel full-time for more than 5 years,"Fantastic team and colleagues at work. They make it worthwhile . The pay is above average. Benefits are encouraging . There is a great deal of diversity in work responsibility, no autonomous role","Poor system processes and policies. In a bid to cut down costs, Greatly Understaffed company and overworked employees. Work life balance is zero especially in finance"
"January 15, 2017",Stay away from Regulatory Team in your precious life,1.0,1.0,1.0,1.0,1.0,1.0,Manager,I have been working at Bharti Airtel  for more than a year,"Free water, biscuits and coffee, Free mobile, DTH, Broadband services. Friends call to check airtel tariffs and ask for favors","High politics, No people management, High-school passed sitting at GM posts, Favoritism, No"
"December 9, 2016",This is the place where you can get best level of technical experience.,4.0,3.0,5.0,5.0,3.0,4.0,,I worked at Bharti Airtel ,"for learning perspective, u will never get such platform anywhere else- After working here u will become a king of IP MPLS Engineer. even orange. BT, COLT catch the employer of Bharti airtel.",no shift allowance  no cab  work pressure is good.  salary is not good as compare to work.
"December 9, 2016",Fantastic HR Function,4.0,4.0,4.0,4.0,4.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Best in class HR Practices  Great exposure   You can design and implement new processes,"Too much inclination on YL program, in this way, you loose out on great talent which may not be from Campus placements.  Too much politics."
"December 8, 2016",Working at Airtel,4.0,3.0,3.0,3.0,3.0,3.0,Former Employee - DGM Human Resources,I worked at Bharti Airtel full-time for more than 3 years,"Fast paced learning and opportunity. Very structured, think big. Great brand - good for sales and marketing pros","Work culture has deteriorated , org has become political and obsessed with metrics culture"
"December 3, 2016",Best work place for learning.,4.0,2.0,3.0,5.0,1.0,1.0,Senior Executive,I have been working at Bharti Airtel ," Heaven for network engineers those who are planning their career in service provider.  - level 15 access for everyone (freshers also) if you get to sit in the NEC.  - ambiance, best office i have ever seen.", Salary compared to work load. - No night shift allowance. - Loaction is big concern. - less experienced people from managers to team members.  - commute problem.
"December 4, 2016",Work culture is flexible.,5.0,,,,,,,I worked at Bharti Airtel ,You will get good mentoring around world's best minds and you will grow. You will explore yourself. Just love being there.,Only know your live have been let her go. Only they have to os missing home. Let her go. Let her go.
"December 4, 2016",Good company to start your career with,4.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than a year,"Great opportunities to learn, growing company",Benefits are not at par with other organisations.
"January 8, 2017",Senior,1.0,1.0,1.0,2.0,2.0,2.0,Senior Manager,I have been working at Bharti Airtel ,Very good and best co,No cons they have as such
"December 1, 2016",good experience,4.0,1.0,3.0,3.0,1.0,,Former Employee - CRO,I worked at Bharti Airtel full-time,Because airtel is a good company,Their many reasons leave that job
"December 1, 2016",Great place to work with awesome HR practices,4.0,3.0,5.0,4.0,4.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 3 years,"The HR processes were cutting edge, at par with any global organization.",Some of the top management in HR did not live up to the vision of the HR director.
"November 29, 2016",Fault repair engineer,5.0,,,,,,Fault Management Engineer,I have been working at Bharti Airtel  for more than a year,it is a first rank in india in telecommunication.,no downside at any area
"November 28, 2016",RF Engineer,5.0,,,,,,Current Employee - RF Engineer,I have been working at Bharti Airtel full-time for more than 3 years,feald work is the very nice job,no any downside in this
"December 12, 2016",HR Business Partner,3.0,4.0,2.0,2.0,4.0,3.0,Human Resources Business Partner,I have been working at Bharti Airtel  for more than 3 years,Team play is valued and rewarded,The organization presently runs lean with a negative impact on some functions
"November 26, 2016",marketing,4.0,3.0,5.0,4.0,4.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,"good company to work. good work culture , chance to build career",transparency in terms of career path  is required. the junior employee is always under pressure on job security
"November 23, 2016",,5.0,5.0,5.0,5.0,5.0,5.0,Senior Manager,I worked at Bharti Airtel ,good good n good. good future n secure,no point to mention as cons. It was a great experiance
"December 3, 2016",Territory service manager,3.0,2.0,3.0,3.0,3.0,2.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Frequent team outing and dinner,Work life balance is less
"November 17, 2016",Engineer intern,5.0,4.0,4.0,4.0,3.0,3.0,,I worked at Bharti Airtel ,Very good work environment at airtel and helpful seniors.. They guide us very well and corporate culture is fine,Downside was lack of promotion and sometes internal politics in the company make employee sad
"November 28, 2016",happy to work,3.0,3.0,2.0,4.0,2.0,1.0,,I have been working at Bharti Airtel ,one of the biggest telecom service in idia,there is downwards reason to change is my work related to field work
"December 17, 2016",Store manager job- A nightmare,1.0,1.0,1.0,3.0,3.0,1.0,Current Employee - Store Manager,I have been working at Bharti Airtel full-time,Good learning  Except sales life is much easier and better here,No work life balance -9 to 9 work  Poor culture  Worst reporting manager   Lot of pressure  Wouldnot recommend a store manager profile to anyone  No holidays except sundays  Treat you like dogs and just want work and never gets satisfied
